episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-93.82992271840153,-4293.155475649472,-2089.294018988054,3000.0,20,60000,False,660000,220,11,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-04-34,1570766674,287.5162422657013,2966.9045403003693,21927,ellie,10.0.0.158,2966.9045403003693,660000,11,2,4dce3444,5.821826827737394,1.6264132822510564,0.9423207702497534,658944,660000,266770.744,14.156,7030.347,5.173,61.77024390243902,47.73658536585366,0.20000000298023224,4.999999873689376e-05,114.49359130859375,-0.011447830125689507,114.50259399414062,-2.2542781863421624e-08,0.012185333296656609,0.8246817588806152,0.0
108.44067851910259,-3942.7840997588282,-1632.5435440635117,3000.0,20,60000,False,720000,240,12,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-09-19,1570766959,285.7416036128998,3252.646143913269,21927,ellie,10.0.0.158,3252.646143913269,720000,12,2,4dce3444,5.953380432188706,1.6516868168672698,0.9678841027984157,718848,720000,273030.331,14.465,7234.085,5.306,61.30098039215686,48.312254901960785,0.20000000298023224,4.999999873689376e-05,85.70304870605469,-0.011727341450750828,85.71227264404297,-1.1080350859060673e-08,0.012510515749454498,0.7761985659599304,0.0
673.5586714703026,-2839.3240533315893,-1219.8554623415228,3000.0,20,60000,False,780000,260,13,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-14-04,1570767244,285.16099739074707,3537.807141304016,21927,ellie,10.0.0.158,3537.807141304016,780000,13,2,4dce3444,6.034394240623488,1.6665883136925579,0.9837252258844218,778752,780000,279125.462,14.509,7438.321,5.279,60.53029556650246,49.21108374384237,0.20000000298023224,4.999999873689376e-05,57.19596862792969,-0.010404279455542564,57.20412826538086,-1.5283243115504774e-08,0.011229820549488068,0.7205685377120972,0.0
799.0577524733043,-2603.272183032721,-807.7392234128113,3000.0,20,60000,False,840000,280,14,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-18-54,1570767534,289.7724847793579,3827.579626083374,21927,ellie,10.0.0.158,3827.579626083374,840000,14,2,4dce3444,6.071445044177026,1.6721416835638423,0.9903971013706158,838656,840000,285426.019,13.711,7612.328,5.314,62.149033816425124,50.398792270531395,0.20000000298023224,4.999999873689376e-05,39.828609466552734,-0.009519231505692005,39.83600997924805,0.0,0.010611079633235931,0.6647995114326477,0.0
1081.353797705279,-2141.3476536829326,-446.89969052887267,3000.0,20,60000,False,900000,300,15,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-23-40,1570767820,285.5707211494446,4113.150347232819,21927,ellie,10.0.0.158,4113.150347232819,900000,15,2,4dce3444,6.10383208302859,1.676796884919757,0.9960639894286928,898560,900000,289019.073,13.447,7680.257,5.651,61.191891891891885,50.94766584766585,0.20000000298023224,4.999999873689376e-05,41.71358871459961,-0.008507564663887024,41.720245361328125,-2.292486422916795e-09,0.009255404584109783,0.6216187477111816,0.0
1101.8440176363677,-2141.3476536829326,-146.5685228869649,3000.0,20,60000,False,960000,320,16,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-28-27,1570768107,287.00454568862915,4400.154892921448,21927,ellie,10.0.0.158,4400.154892921448,960000,16,2,4dce3444,6.131669891983649,1.6804058860614495,1.00061880971467,958464,960000,291389.424,13.496,7744.557,5.788,60.963080684596584,51.38117359413202,0.10000000149011612,4.999999873689376e-05,46.670047760009766,-0.008123466745018959,46.67705535888672,-5.221774568298088e-09,0.011164167895913124,0.5574238896369934,0.0
1515.6486623734095,-1638.0720599202787,129.62546895883378,3000.0,20,60000,False,1020000,340,17,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-33-14,1570768394,286.7824501991272,4686.937343120575,21927,ellie,10.0.0.158,4686.937343120575,1020000,17,2,4dce3444,6.156121243797343,1.683453019331702,1.004437954877005,1018368,1020000,290834.267,13.311,7501.34,5.64,61.199999999999996,49.88068459657701,0.10000000149011612,4.999999873689376e-05,53.124549865722656,-0.0074589853174984455,53.13093566894531,-2.1651260784238957e-09,0.010762547142803669,0.5129155516624451,0.0
1660.846489412573,-1034.344492390856,361.5233325313951,3000.0,20,60000,False,1080000,360,18,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-38-10,1570768690,296.4012680053711,4983.338611125946,21927,ellie,10.0.0.158,4983.338611125946,1080000,18,2,4dce3444,6.181265086724607,1.686685512821029,1.008347753943032,1078272,1080000,286661.587,13.458,7448.908,5.653,63.65886524822695,49.63569739952718,0.10000000149011612,4.999999873689376e-05,66.31993103027344,-0.006132551934570074,66.32515716552734,-8.787864658188482e-09,0.009022381156682968,0.4667024612426758,0.0
1744.5129197469237,-680.3310403663952,543.0221892787458,3000.0,20,60000,False,1140000,380,19,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-43-13,1570768993,303.31166338920593,5286.650274515152,21927,ellie,10.0.0.158,5286.650274515152,1140000,19,2,4dce3444,6.2068261160707685,1.689920375901492,1.0126095765594965,1138176,1140000,281797.399,13.429,7264.563,5.68,63.960046189376435,50.69214780600462,0.05000000074505806,4.999999873689376e-05,91.78323364257812,-0.004493150394409895,91.78736114501953,3.1840088343670914e-09,0.007295538205653429,0.42863214015960693,0.0
1857.1969157003678,-533.1407552633883,760.7714926088873,3000.0,20,60000,False,1200000,400,20,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-48-17,1570769297,303.47370505332947,5590.123979568481,21927,ellie,10.0.0.158,5590.123979568481,1200000,20,2,4dce3444,6.234304177337799,1.6933028682206401,1.0172869348789584,1198080,1200000,283712.481,13.581,7323.056,6.039,63.80925925925926,51.37939814814815,0.02500000037252903,4.999999873689376e-05,132.9980010986328,-0.003935374319553375,133.0017547607422,-1.0188828669654981e-09,0.007829303853213787,0.3700675666332245,0.0
1885.0495048915807,-533.1407552633883,883.5141535219582,3000.0,20,60000,False,1260000,420,21,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-52-18,1570769538,241.17777752876282,5831.301757097244,21927,ellie,10.0.0.158,5831.301757097244,1260000,21,2,4dce3444,6.249043481372505,1.6943665847044433,1.019800933823224,1257984,1260000,279290.455,13.348,7111.788,6.362,54.82470930232558,41.23808139534884,0.012500000186264515,4.999999873689376e-05,130.7291717529297,-0.00409942539408803,130.733154296875,-2.801927800888393e-09,0.00828665029257536,0.3369026482105255,0.0
2018.8200815290775,-106.56830443114728,1018.4786740859113,3000.0,20,60000,False,1320000,440,22,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-56-10,1570769770,231.86295461654663,6063.164711713791,21927,ellie,10.0.0.158,6063.164711713791,1320000,22,2,4dce3444,6.25072077536659,1.6932793552776686,1.01977435153495,1317888,1320000,274102.656,12.896,6912.674,6.229,55.576132930513594,38.05015105740182,0.0062500000931322575,4.999999873689376e-05,144.9283905029297,-0.0042753373272717,144.93260192871094,-3.1840088343670914e-09,0.008732318878173828,0.2904764413833618,0.0
2018.8200815290775,-106.56830443114728,1121.6036093403736,3000.0,20,60000,False,1380000,460,23,fec93e2e40d94966abd856ec126a6b85,2019-10-10_21-59-57,1570769997,226.61901426315308,6289.783725976944,21927,ellie,10.0.0.158,6289.783725976944,1380000,23,2,4dce3444,6.236836122936435,1.689467396021979,1.0167814796001757,1377792,1380000,268413.283,12.698,6748.455,6.306,51.745061728395065,37.803395061728395,0.0031250000465661287,4.999999873689376e-05,143.2877197265625,-0.003045490710064769,143.29074096679688,-8.405783624709784e-09,0.006720947567373514,0.2587600648403168,0.0
2171.2679848606563,-103.90599867112795,1208.9556858688563,3000.0,20,60000,False,1440000,480,24,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-03-42,1570770222,225.26621341705322,6515.049939393997,21927,ellie,10.0.0.158,6515.049939393997,1440000,24,2,4dce3444,6.207254563235238,1.6824385542798972,1.0105801029295105,1437696,1440000,262176.436,12.489,6535.291,6.315,51.45015576323988,37.77476635514018,0.0015625000232830644,4.999999873689376e-05,157.0971221923828,-0.003159629413858056,157.1002655029297,2.4198467674096946e-09,0.007727622054517269,0.22158615291118622,0.0
2177.282689812078,-103.90599867112795,1241.8399876042317,3000.0,20,60000,False,1500000,500,25,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-07-41,1570770461,238.85392904281616,6753.903868436813,21927,ellie,10.0.0.158,6753.903868436813,1500000,25,2,4dce3444,6.1654521680222185,1.6733859633169788,1.001977321894367,1497600,1500000,257629.305,12.482,6411.156,6.104,55.407624633431084,40.25307917888563,0.0007812500116415322,4.999999873689376e-05,157.69520568847656,-0.0025367350317537785,157.69775390625,-1.2099233615003868e-08,0.00578154856339097,0.18547388911247253,0.0
2346.6717922782086,-35.48750666518595,1336.7274591634734,3000.0,20,60000,False,1560000,520,26,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-11-27,1570770687,225.8318202495575,6979.735688686371,21927,ellie,10.0.0.158,6979.735688686371,1560000,26,2,4dce3444,6.124262021320062,1.664400394419175,0.9934427224858094,1557504,1560000,251716.412,12.087,6207.78,5.887,51.75993788819876,37.82329192546583,0.0003906250058207661,4.999999873689376e-05,221.3697509765625,-0.0030829834286123514,221.37283325195312,-1.273603555951297e-09,0.006834876723587513,0.1253022998571396,0.0
2473.0046252112115,-35.48750666518595,1444.352684346824,3000.0,20,60000,False,1620000,540,27,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-15-17,1570770917,230.90782046318054,7210.643509149551,21927,ellie,10.0.0.158,7210.643509149551,1620000,27,2,4dce3444,6.086305165552326,1.6557962568319342,0.9855702026004194,1617408,1620000,246342.935,11.78,5994.347,6.009,54.23343465045593,37.77355623100304,0.00019531250291038305,4.999999873689376e-05,271.76629638671875,-0.001978727290406823,271.76824951171875,-6.240657324241283e-09,0.0051463027484714985,0.0797242596745491,0.0
2473.0046252112115,-35.48750666518595,1501.5721173817913,3000.0,20,60000,False,1680000,560,28,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-19-01,1570771141,223.33587646484375,7433.979385614395,21927,ellie,10.0.0.158,7433.979385614395,1680000,28,2,4dce3444,6.050953980575351,1.647533473699927,0.9782470348249817,1677312,1680000,239298.803,11.091,5733.348,5.918,51.34420062695926,37.992163009404386,9.765625145519152e-05,4.999999873689376e-05,203.982177734375,-0.0018949565710499883,203.98406982421875,-5.858576290762585e-09,0.005937520414590836,0.07262831926345825,0.0
2473.0046252112115,662.7724399754616,1553.8884773009734,3000.0,20,60000,False,1740000,580,29,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-22-44,1570771364,223.01602435112,7656.995409965515,21927,ellie,10.0.0.158,7656.995409965515,1740000,29,2,4dce3444,6.018071470675672,1.6397858567581012,0.9714509168392169,1737216,1740000,231535.327,10.841,5468.859,5.12,51.29150943396227,37.99559748427673,4.882812572759576e-05,4.999999873689376e-05,199.8420867919922,-0.0020953549537807703,199.8441619873047,-9.679387069638778e-09,0.005188964307308197,0.0404723696410656,0.0
2573.934205801572,824.2240294089684,1659.2793911728618,3000.0,20,60000,False,1800000,600,30,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-26-32,1570771592,227.87344074249268,7884.868850708008,21927,ellie,10.0.0.158,7884.868850708008,1800000,30,2,4dce3444,5.985879629528855,1.6318744501938778,0.9647372745949525,1797120,1800000,224231.576,10.168,5214.341,4.914,51.66676923076923,39.36923076923076,2.441406286379788e-05,4.999999873689376e-05,296.41766357421875,-0.0018888604827225208,296.4195251464844,-3.222216804488198e-08,0.0052628349512815475,-0.018881741911172867,0.0
2616.9848104271323,824.2240294089684,1717.053522849597,3000.0,20,60000,False,1860000,620,31,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-30-19,1570771819,227.49058842658997,8112.359439134598,21927,ellie,10.0.0.158,8112.359439134598,1860000,31,2,4dce3444,5.9560246038940825,1.6245303057639364,0.9585262139783197,1857024,1860000,222865.698,10.157,5211.954,4.464,51.446461538461534,39.654769230769226,1.220703143189894e-05,4.999999873689376e-05,308.9244384765625,-0.0007358700968325138,308.9251403808594,-1.7957809461677243e-08,0.003371907165274024,-0.0426129549741745,0.0
2616.9848104271323,824.2240294089684,1769.2830190951656,3000.0,20,60000,False,1920000,640,32,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-34-07,1570772047,228.3018355369568,8340.661274671555,21927,ellie,10.0.0.158,8340.661274671555,1920000,32,2,4dce3444,5.927406970468294,1.6176372363879121,0.9526021235933171,1916928,1920000,222508.282,10.181,5213.161,4.482,51.368307692307695,39.601230769230774,6.10351571594947e-06,4.999999873689376e-05,350.0728454589844,-0.0010255386587232351,350.0738525390625,-1.630212587144797e-08,0.0036517020780593157,-0.08226603269577026,0.0
2616.9848104271323,988.5700450267395,1848.0285179073728,3000.0,20,60000,False,1980000,660,33,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-37-55,1570772275,227.6798312664032,8568.341105937958,21927,ellie,10.0.0.158,8568.341105937958,1980000,33,2,4dce3444,5.901369999157236,1.6115178438951623,0.9471200859892064,1976832,1980000,222653.758,10.167,5173.896,4.438,51.74861538461539,39.59938461538462,3.051757857974735e-06,4.999999873689376e-05,301.1153259277344,-0.0014899128582328558,301.1168212890625,-1.897669221762044e-08,0.005265341140329838,-0.1068715825676918,0.0
2693.5456715325713,988.5700450267395,1911.9438265035753,3000.0,20,60000,False,2040000,680,34,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-41-41,1570772501,225.9329686164856,8794.274074554443,21927,ellie,10.0.0.158,8794.274074554443,2040000,34,2,4dce3444,5.877489217012647,1.605949389614291,0.9420209901324407,2036736,2040000,222723.351,10.157,5170.939,4.437,51.452173913043474,39.59937888198758,1.5258789289873675e-06,4.999999873689376e-05,293.3316650390625,-0.0008449004380963743,293.3324890136719,-5.349134912790987e-09,0.004025230649858713,-0.11745946854352951,0.0
2693.5456715325713,988.5700450267395,1936.2141707487754,3000.0,20,60000,False,2100000,700,35,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-45-28,1570772728,226.53039646148682,9020.80447101593,21927,ellie,10.0.0.158,9020.80447101593,2100000,35,2,4dce3444,5.854872266222085,1.6008661423817119,0.9372015370668023,2096640,2100000,221565.32,10.107,5096.784,4.341,51.77368421052632,39.60061919504644,7.629394644936838e-07,4.999999873689376e-05,320.0366516113281,-0.0009304272243753076,320.0376281738281,1.528324244937096e-09,0.0032853041775524616,-0.15430699288845062,0.0
2693.5456715325713,988.5700450267395,1930.5465885275719,3000.0,20,60000,False,2160000,720,36,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-49-14,1570772954,226.03132367134094,9246.835794687271,21927,ellie,10.0.0.158,9246.835794687271,2160000,36,2,4dce3444,5.833342924196859,1.5960547506565224,0.9326516376453324,2156544,2160000,221577.781,10.131,5104.264,4.325,51.382972136222925,39.59969040247679,3.814697322468419e-07,4.999999873689376e-05,292.1423034667969,-0.0013726623728871346,292.1437072753906,-2.2160701718121345e-08,0.004224446602165699,-0.16808035969734192,0.0
2776.6405679157083,1093.7900345984647,1945.0163757393439,3000.0,20,60000,False,2220000,740,37,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-53-02,1570773182,228.20357489585876,9475.03936958313,21927,ellie,10.0.0.158,9475.03936958313,2220000,37,2,4dce3444,5.812983189318344,1.591521016067461,0.9283693052454841,2216448,2220000,221296.094,10.097,5115.562,4.328,51.33046153846154,39.60092307692309,1.9073486612342094e-07,4.999999873689376e-05,367.0290222167969,-0.0010790476808324456,367.03009033203125,-2.6363592198208607e-08,0.006083440966904163,-0.20631200075149536,0.0
2776.6405679157083,1156.7972621860602,1950.0848381205637,3000.0,20,60000,False,2280000,760,38,fec93e2e40d94966abd856ec126a6b85,2019-10-10_22-56-49,1570773409,226.96341514587402,9702.002784729004,21927,ellie,10.0.0.158,9702.002784729004,2280000,38,2,4dce3444,5.793628959826196,1.5871995447056495,0.9243322535528041,2276352,2280000,221657.953,10.129,5116.435,4.355,51.65370370370369,39.6,9.536743306171047e-08,4.999999873689376e-05,312.8647155761719,-0.0005480647087097168,312.86529541015625,-4.610444648278644e-08,0.0033533277455717325,-0.21347717940807343,0.0
2776.6405679157083,1037.897900478011,1962.2869825974358,3000.0,20,60000,False,2340000,780,39,fec93e2e40d94966abd856ec126a6b85,2019-10-10_23-00-35,1570773635,226.29635906219482,9928.299143791199,21927,ellie,10.0.0.158,9928.299143791199,2340000,39,2,4dce3444,5.775375571550589,1.5831787139466353,0.9205203030347175,2336256,2340000,221979.38,10.173,5122.914,4.401,51.54272445820433,39.60092879256967,4.7683716530855236e-08,4.999999873689376e-05,312.23712158203125,-0.0005565821775235236,312.2376403808594,-4.1137393935741784e-08,0.0023237953428179026,-0.22383910417556763,0.0
2776.6405679157083,1037.897900478011,1974.5461355925602,3000.0,20,60000,False,2400000,800,40,fec93e2e40d94966abd856ec126a6b85,2019-10-10_23-04-23,1570773863,228.18473315238953,10156.483876943588,21927,ellie,10.0.0.158,10156.483876943588,2400000,40,2,4dce3444,5.758149660119385,1.5793229004773917,0.9169234915072964,2396160,2400000,222022.82,10.228,5110.49,4.407,51.333742331288356,39.612576687116565,2.3841858265427618e-08,4.999999873689376e-05,338.8609313964844,-0.0010798104340210557,338.86199951171875,-3.718922414464032e-08,0.003974047023802996,-0.26470670104026794,0.0
2784.3382585599466,1037.897900478011,2034.1331183414325,3000.0,20,60000,False,2460000,820,41,fec93e2e40d94966abd856ec126a6b85,2019-10-10_23-08-11,1570774091,227.9981415271759,10384.482018470764,21927,ellie,10.0.0.158,10384.482018470764,2460000,41,2,4dce3444,5.742247119261552,1.575586036721535,0.913545587494423,2456064,2460000,222069.957,10.194,5114.018,4.496,51.42553846153847,39.63876923076923,1.1920929132713809e-08,4.999999873689376e-05,372.523193359375,-0.00048392629832960665,372.5236511230469,-3.324105080082518e-08,0.003001442179083824,-0.2981806993484497,0.0
2784.3382585599466,909.305565800551,1978.7946372907566,3000.0,20,60000,False,2520000,840,42,fec93e2e40d94966abd856ec126a6b85,2019-10-10_23-11-55,1570774315,223.84502983093262,10608.327048301697,21927,ellie,10.0.0.158,10608.327048301697,2520000,42,2,4dce3444,5.7267659215024,1.5718495197045461,0.9103305837742315,2515968,2520000,221636.299,10.175,5101.992,4.505,51.5,39.690282131661434,5.9604645663569045e-09,4.999999873689376e-05,276.86187744140625,-0.0002941251150332391,276.8622131347656,-3.094856637630983e-08,0.003100535599514842,-0.2838324010372162,0.0
2784.3382585599466,909.305565800551,2004.5044007690408,3000.0,20,60000,False,2580000,860,43,fec93e2e40d94966abd856ec126a6b85,2019-10-10_23-15-45,1570774545,229.84651684761047,10838.173565149307,21927,ellie,10.0.0.158,10838.173565149307,2580000,43,2,4dce3444,5.712289092222843,1.5683120312660341,0.9073048101891489,2575872,2580000,221853.994,10.18,5100.811,4.514,53.3734756097561,39.767682926829266,2.9802322831784522e-09,4.999999873689376e-05,342.7833557128906,-0.0010411189869046211,342.784423828125,-2.610887150922281e-08,0.006138394586741924,-0.32215142250061035,0.0
2784.3382585599466,909.305565800551,2001.5831379296658,3000.0,20,60000,False,2640000,880,44,fec93e2e40d94966abd856ec126a6b85,2019-10-10_23-19-32,1570774772,226.58823561668396,11064.761800765991,21927,ellie,10.0.0.158,11064.761800765991,2640000,44,2,4dce3444,5.698582902120918,1.564866482511378,0.9044546734094819,2635776,2640000,221920.955,10.225,5099.336,4.514,51.426934984520116,39.89938080495355,1.4901161415892261e-09,4.999999873689376e-05,296.57952880859375,-0.0004189646278973669,296.5799560546875,2.6745674563954935e-09,0.0030859194230288267,-0.31912147998809814,0.0
2784.3382585599466,909.305565800551,1958.6506716824038,3000.0,20,60000,False,2700000,900,45,fec93e2e40d94966abd856ec126a6b85,2019-10-10_23-23-19,1570774999,227.1653265953064,11291.927127361298,21927,ellie,10.0.0.158,11291.927127361298,2700000,45,2,4dce3444,5.685303008469853,1.5616100196434957,0.9017471943642369,2695680,2700000,221985.268,10.197,5098.447,4.628,51.33302469135802,39.89907407407407,7.450580707946131e-10,4.999999873689376e-05,265.79290771484375,-0.0009432857623323798,265.7938232421875,-5.094414223805188e-09,0.002575733233243227,-0.3287334144115448,0.0
